"Iteration","restriction","var.Type","no.Var.Missing","miss.Rate.Y","miss.Rate.X","N","no.Var.Observed","no.Category","no.Imputation","analysis.Method","imp.Method","Imputed.Values.RMSE","Imputed.Values.Bias","Choice.Prob.RMSE","Choice.Prob.Bias","mdl.X1.coef.RMSE","mdl.X1.coef.Bias","mdl.X1.coef.MNS","mdl.Y.coef.RMSE","mdl.Y.coef.Bias","mdl.Y.coef.MNS","mdl.X1.fitted.RMSE","mdl.X1.fitted.Bias","mdl.X1.fitted.All.RMSE","mdl.X1.fitted.All.Bias","mdl.Y.fitted.RMSE","mdl.Y.fitted.Bias","mdl.Y.fitted.All.RMSE","mdl.Y.fitted.All.Bias","time.to.MI.Convergence","time.to.MI.Analyze"
1,"triangular","continuous",1,0.25,0.2,1000,5,5,5,"Complete_Case_Analysis","pmm",NA,NA,NA,NA,0.0279433372477023,0.0107084695365815,25.5938861500128,0.0211350781156984,0.00482399000944053,6.7230164009402,0.0576361736131738,0.0323887675697178,NA,NA,0.0320879776927716,0.00358006687723092,NA,NA,NA,0.0199999999999818
1,"triangular","continuous",1,0.25,0.2,1000,5,5,5,"Joint_MVN_MI_Amelia","pmm",0.6585230321756,0.109225592075357,NA,NA,0.0173068263609049,0.00438206367696095,6.17885651737844,0.0212319508987183,0.00237247712295108,11.6532316412299,0.0315349994519575,0.00995783805577022,0.035963822012782,0.0148290668586906,0.041764583891611,0.0114898840108699,0.0485234827552035,0.0190831167654141,0.0599999999999454,0.189999999999941
1,"triangular","continuous",1,0.25,0.2,1000,5,5,5,"Joint_MVN_MI_Norm","pmm",0.662597282858895,0.0773174334701433,NA,NA,0.0107153290556573,0.000726875697020568,1.76651491596068,0.0139330308822373,0.00323764550820382,3.73129689683747,0.0175819808431921,0.00761887338314007,0.0192295322498613,0.00968194802013479,0.0247903326806301,0.00913011424060067,0.0274572642158266,0.0127026584812884,0.0299999999999727,0.149999999999977
1,"triangular","continuous",1,0.25,0.2,1000,5,5,5,"Conditional_MI","pmm",0.663375095522002,0.0921056774297465,NA,NA,0.0134347513299954,0.000150839363547844,3.21413256490902,0.0193756064673917,0.00357930074278651,7.12565405269641,0.023853906609752,0.010259350208235,0.0259383804417167,0.0118153015342208,0.0331527447102021,0.0114215892496857,0.0379436851729045,0.015500932201114,3.57000000000005,3.7700000000001
1,"triangular","continuous",1,0.25,0.3,1000,5,5,5,"Complete_Case_Analysis","ppd",NA,NA,NA,NA,0.028302369143163,0.011236360462996,20.2178769927996,0.0434822388921468,0.0328468812375897,6.20261784908286,0.0665441210735027,0.0419328000553411,NA,NA,0.0681715668457823,0.00209701027596573,NA,NA,NA,0.0199999999999818
1,"triangular","continuous",1,0.25,0.3,1000,5,5,5,"Joint_MVN_MI_Amelia","ppd",1.16373422308774,0.0750004852661539,NA,NA,0.00204846165315717,0.000645951576911608,0.0527018629648227,0.0156460452685474,0.0029185791474077,1.61709027870647,0.00389780264036117,0.000254128790243099,0.00400290280108755,0.000568750086664562,0.034031049305811,0.0203373102009787,0.0335655413875104,0.0198876123083416,0.0599999999999454,0.159999999999968
1,"triangular","continuous",1,0.25,0.3,1000,5,5,5,"Joint_MVN_MI_Norm","ppd",1.21037967266517,0.064350883676518,NA,NA,0.00271158555124652,0.0012822546732322,0.216613555571989,0.0158161817107884,0.00312666235912827,1.59436284436035,0.00784682598608371,0.00100687223056409,0.00811540153147135,0.00134924678011086,0.0328873036336097,0.0209147583932087,0.0333288088159808,0.0214016460289602,0.00999999999999091,0.110000000000014
1,"triangular","continuous",1,0.25,0.3,1000,5,5,5,"Conditional_MI","ppd",1.17184196264998,0.0655538661366279,NA,NA,0.00671857500733891,0.00130993888733119,0.431821277866621,0.021373007379432,0.0166724683829339,1.82628324594697,0.0113902515075944,0.000144477051829087,0.0114580614110365,0.000162887833900447,0.0368299617403914,0.015642857644697,0.0356693614289744,0.0099522832970597,3.5,3.70000000000005
1,"triangular","continuous",1,0.25,0.3,1000,5,5,5,"Complete_Case_Analysis","pmm",NA,NA,NA,NA,0.147899166729538,0.0165796447460545,123.487595877853,0.0251395543295449,0.00441859795124072,3.42581630231457,0.287540073283444,0.194330577928873,NA,NA,0.0748320063363227,0.00996114778616204,NA,NA,NA,0.0199999999999818
1,"triangular","continuous",1,0.25,0.3,1000,5,5,5,"Joint_MVN_MI_Amelia","pmm",1.37265200054688,0.0803536749010416,NA,NA,0.0131330684987637,0.00508964149100022,0.990589441420333,0.0124072263485817,0.00247070330400667,1.59884535678258,0.0291532299752902,0.00194419501939568,0.0292311584005562,0.00437488871189721,0.0334797689703723,0.0142191288360322,0.0379562292250844,0.0194093938337645,0.07000000000005,0.200000000000045
1,"triangular","continuous",1,0.25,0.3,1000,5,5,5,"Joint_MVN_MI_Norm","pmm",1.34087188685815,0.107132516405589,NA,NA,0.0310774675008064,0.0174546201338011,3.83791471559962,0.0349990320770847,0.0227816438893077,6.15339476171694,0.0568803211545791,0.00213968433529907,0.0575356531222735,0.000818945146912699,0.0684018482051491,0.00779574624453253,0.0744596682219114,0.00474046745318214,0.219999999999914,0.339999999999918
1,"triangular","continuous",1,0.25,0.3,1000,5,5,5,"Conditional_MI","pmm",1.34290082317817,0.0613231801904332,NA,NA,0.0218012434126828,0.0122783208356547,2.10971512420543,0.0290611117228683,0.0176198616554226,5.28972623109795,0.0420453604164624,5.64359616398932e-05,0.0426584145416518,0.00230223462350801,0.0643954213057425,0.0156789162342954,0.0690376220430686,0.0153843180327452,3.61000000000001,3.80000000000007
1,"triangular","continuous",1,0.5,0.1,1000,5,5,5,"Complete_Case_Analysis","ppd",NA,NA,NA,NA,0.119540436629755,0.0326323297926271,73.0023892509012,0.0277734600000372,0.00264203014739023,14.2761481758926,0.196390483214076,0.0413792029179722,NA,NA,0.0791633530973291,0.0132710220876911,NA,NA,NA,0
1,"triangular","continuous",1,0.5,0.1,1000,5,5,5,"Joint_MVN_MI_Amelia","ppd",0.844931571397469,0.0692304866655819,NA,NA,0.0131804638613693,0.00083663167740565,1.5889763639165,0.0225295156771878,0.0065504860283482,12.1072788267954,0.0370152982080178,0.0117269206526018,0.0347973476498738,0.00396080852015076,0.0678876575691438,0.0211760338406195,0.0659063316709089,0.00717555348290383,0.0800000000000409,0.169999999999959
1,"triangular","continuous",1,0.5,0.1,1000,5,5,5,"Joint_MVN_MI_Norm","ppd",0.839368399551891,0.0274410532691884,NA,NA,0.0225444591235283,0.00642257859359922,1.45371637026321,0.020787045583445,0.00418691213622032,7.59061561001202,0.0350129887423923,0.00869525118408582,0.0332810485604316,0.00140771446756996,0.0523481010051323,0.0162876376322459,0.0521843785547447,0.00209414286891626,0.0300000000000864,0.129999999999995
1,"triangular","continuous",1,0.5,0.1,1000,5,5,5,"Conditional_MI","ppd",0.861311254616551,0.049276503555798,NA,NA,0.033574079631066,0.00959365440986711,2.90639513809123,0.0343769696722252,0.00956334390691351,18.4751565487694,0.047640563021868,0.00980687188716328,0.0470575992220194,0.0040133046272546,0.0783506499510197,0.0214947712381346,0.081413277989454,0.0068194182421962,3.51999999999998,3.70000000000005
1,"triangular","continuous",1,0.5,0.1,1000,5,5,5,"Complete_Case_Analysis","pmm",NA,NA,NA,NA,0.0767466676840706,0.0351537233246568,55.0996497315021,0.0312927992716318,0.00622491380650829,10.7832412507041,0.163431072011392,0.120022057904693,NA,NA,0.0705768055638407,0.0219014362924733,NA,NA,NA,0.0199999999999818
1,"triangular","continuous",1,0.5,0.1,1000,5,5,5,"Joint_MVN_MI_Amelia","pmm",0.972612289800585,0.0279227357198866,NA,NA,0.0148933302372444,0.00090067010999037,0.517600389516381,0.0248856657086421,0.00259489860563173,9.45403297069276,0.0208890188214274,0.00361913858042277,0.020927217134196,0.00239065136770051,0.0639471364447273,0.0168256635651468,0.0659427740264689,0.0119422117120403,0.0600000000000591,0.200000000000045
1,"triangular","continuous",1,0.5,0.1,1000,5,5,5,"Joint_MVN_MI_Norm","pmm",0.942192455657005,0.0666554056179237,NA,NA,0.0188381779240676,0.00252798675288182,0.829370845035597,0.0276898190774007,0.00473582843048415,11.3707483029129,0.0263458147308177,0.00480999933522767,0.0264904158988337,0.00416626179567607,0.0701318278665339,0.034964124456534,0.0723192996509436,0.0326342565977192,0.0299999999999727,0.159999999999968
1,"triangular","continuous",1,0.5,0.1,1000,5,5,5,"Conditional_MI","pmm",0.968690602343273,0.081461972040852,NA,NA,0.0189079672848146,0.000291775152461621,0.879229432639455,0.0277811474519401,0.000581699652921409,11.1752803816287,0.0269420050807459,0.00491753509015755,0.0272752025381589,0.00430368536371537,0.0702713326912898,0.0340699755610027,0.0716948955753645,0.026080601226052,3.71999999999991,3.93000000000006
1,"triangular","continuous",1,0.5,0.2,1000,5,5,5,"Complete_Case_Analysis","ppd",NA,NA,NA,NA,0.0387054418200193,0.0147876291214364,31.6845100786819,0.0327983697860816,0.00986306016181086,4.50999947884691,0.0900581388603443,0.0732254103625596,NA,NA,0.0609116368237132,0.0239963631808693,NA,NA,NA,0.0199999999999818
1,"triangular","continuous",1,0.5,0.2,1000,5,5,5,"Joint_MVN_MI_Amelia","ppd",1.11537141537028,0.0644391026812907,NA,NA,0.0131597856807269,0.000224960787208489,1.47209977818686,0.050658235232595,0.00569699013116472,13.2036966910988,0.0220121318983912,0.00358678788288222,0.021892614121898,0.00250847833802635,0.0910605508833897,0.0411130381243678,0.0895317189293869,0.0288749187670502,0.0599999999999454,0.169999999999959
1,"triangular","continuous",1,0.5,0.2,1000,5,5,5,"Joint_MVN_MI_Norm","ppd",1.09753574517894,0.0758361934769897,NA,NA,0.0176486408090324,0.00604405136012337,3.3983581689409,0.042595463784955,0.00447977403993174,14.0691023136341,0.0341788682633542,0.00279039164783876,0.0332633942667914,0.000558658352464107,0.0958754325356878,0.0450702155584771,0.0924211840398137,0.0388992848430085,0.0300000000000864,0.120000000000005
1,"triangular","continuous",1,0.5,0.2,1000,5,5,5,"Conditional_MI","ppd",1.11263179711898,0.0534015457043267,NA,NA,0.0109884469239174,0.00160866298303999,1.34937551401316,0.0371970070567216,0.0016126641646758,10.2199679387487,0.02057248167397,0.00202879543671299,0.0209603713233976,0.00506425684210629,0.0804580345009946,0.0335831925251789,0.0787701334792306,0.0279566638782089,3.80999999999995,4.03000000000009
1,"triangular","continuous",1,0.5,0.2,1000,5,5,5,"Complete_Case_Analysis","pmm",NA,NA,NA,NA,0.093831494499248,0.0240570504748198,171.794582139729,0.062928278116545,0.0057981799427314,22.2318971673847,0.177293340690338,0.146338545152233,NA,NA,0.0740277256573393,0.0227846815804092,NA,NA,NA,0
1,"triangular","continuous",1,0.5,0.2,1000,5,5,5,"Joint_MVN_MI_Amelia","pmm",0.935480484807963,0.0323806344001996,NA,NA,0.0197485154623017,3.13145593767716e-05,4.56436256577901,0.0255276756825094,0.0134458905908455,6.44710269059363,0.0344221896588028,0.00355869122562785,0.0356677139643084,0.00241352047901169,0.0502566687406597,0.00263007033409906,0.0517282400812276,0.00153703718658081,0.0799999999999272,0.240000000000009
1,"triangular","continuous",1,0.5,0.2,1000,5,5,5,"Joint_MVN_MI_Norm","pmm",0.92872355444305,0.0170739321962836,NA,NA,0.0141668141171937,0.000790140652144417,3.53155266921728,0.0247220319869843,0.0126098194701594,4.20974065105765,0.0290996517409802,0.000763062978008211,0.0313741329157893,0.00348846422361572,0.0413642465745028,0.0102113270102566,0.0417991468348868,0.00343865869629803,0.00999999999999091,0.159999999999968
1,"triangular","continuous",1,0.5,0.2,1000,5,5,5,"Conditional_MI","pmm",0.932711590778549,0.0375740942341628,NA,NA,0.0152394381933799,0.00488673659472234,3.41865977690203,0.0266664552790742,0.0134803737504498,7.19265841012943,0.0283146737673889,0.00092675982142354,0.0308685132955253,0.00681709298141636,0.0509341578193658,0.00321837852384335,0.0546374892177423,0.0100593984181432,3.95000000000005,4.13999999999999
1,"triangular","continuous",1,0.5,0.3,1000,5,5,5,"Complete_Case_Analysis","ppd",NA,NA,NA,NA,0.0528464019279016,0.0288209583853068,68.0127945616577,0.0451654512183757,0.0136518398371319,6.37731269240291,0.0983114021511546,0.0694426957020235,NA,NA,0.0854093689618171,0.0202994003040692,NA,NA,NA,0
1,"triangular","continuous",1,0.5,0.3,1000,5,5,5,"Joint_MVN_MI_Amelia","ppd",1.22473213195084,0.125604975252585,NA,NA,0.016830648566751,0.00763380972750195,3.81259996256117,0.0553126768399318,0.041011067000486,7.33261347159123,0.0249137663624562,0.00543737196537641,0.0267994282501059,0.00704225441292304,0.0786796390091337,0.0496933816234975,0.0752246605448621,0.0432597200486868,0.0800000000000409,0.170000000000073
1,"triangular","continuous",1,0.5,0.3,1000,5,5,5,"Joint_MVN_MI_Norm","ppd",1.26221878377893,0.0396527821965048,NA,NA,0.011603187337179,0.00725550369072998,1.69555890487469,0.048290842062914,0.041348137270789,7.00363462443593,0.0167648832879721,0.00566012676868578,0.0178718937693527,0.00265374787623778,0.0733328837426421,0.0313783380854542,0.0735190072816955,0.0109281146795352,0.0399999999999636,0.129999999999995
1,"triangular","continuous",1,0.5,0.3,1000,5,5,5,"Conditional_MI","ppd",1.22027104221503,0.152417863875238,NA,NA,0.0144469991626141,0.00790603644747619,1.98944690715143,0.0487354932645881,0.0429167051790553,8.11908492374852,0.0176949698471336,0.00355734882768841,0.0193587457528268,0.00276600484247807,0.0788299200540319,0.0344220871921793,0.0791586193182246,0.0299322642539302,3.60000000000002,3.76999999999998
1,"triangular","continuous",1,0.5,0.3,1000,5,5,5,"Complete_Case_Analysis","pmm",NA,NA,NA,NA,0.240071750990122,0.0911357848276898,587.303604999935,0.0391634041834595,0.0098162970656651,13.0937008656881,0.463056331921825,0.410840701195595,NA,NA,0.0540943872298361,0.00713872878379647,NA,NA,NA,0.00999999999999091
1,"triangular","continuous",1,0.5,0.3,1000,5,5,5,"Joint_MVN_MI_Amelia","pmm",1.06711258300888,0.133370757922238,NA,NA,0.021372562765254,0.0018186470640742,3.21158788067121,0.0503632204973304,0.0144802968867491,25.9432046793923,0.0420186516787127,0.0071121717324185,0.0435665698044316,0.0143140284512912,0.0745595150029697,0.00284802298414544,0.11597657783303,0.0690034467793233,0.0800000000000409,0.240000000000009
1,"triangular","continuous",1,0.5,0.3,1000,5,5,5,"Joint_MVN_MI_Norm","pmm",1.01130086169245,0.109369517896915,NA,NA,0.0237838603294794,0.00176649258043451,3.33695967104375,0.0484150210721582,0.0128970008447125,15.6149967677801,0.0446190895525278,0.00783837375197297,0.0444084280473318,0.0125289915236185,0.0563477799442947,0.00840056106536007,0.0899753509631218,0.0581685919582795,0.0199999999999818,0.160000000000082
1,"triangular","continuous",1,0.5,0.3,1000,5,5,5,"Conditional_MI","pmm",1.01665997268675,0.0771919817832423,NA,NA,0.012449426707858,0.000440881955766137,0.977738900224515,0.026570223943408,0.00714131419680722,9.53824201859785,0.0228497400705179,0.00316143656294282,0.0240382565709925,0.00772983620758618,0.0469388820008692,0.000743172151516688,0.0703226699565273,0.0399011385920195,3.66999999999996,3.88999999999999
1,"triangular","continuous",3,0.25,0.1,1000,5,5,5,"Complete_Case_Analysis","ppd",NA,NA,NA,NA,0.0379654881085981,0.0132289479639444,15.2480856514503,0.0270234019841995,0.0162823591713135,10.1491625672528,0.083227234076032,0.0160606491362898,NA,NA,0.0789291040923861,0.0106165882401091,NA,NA,NA,0.0199999999999818
1,"triangular","continuous",3,0.25,0.1,1000,5,5,5,"Joint_MVN_MI_Amelia","ppd",1.08125571826959,0.120436036928842,NA,NA,0.0352122844219255,0.00865201937271198,2.16681398191701,0.0189516728827617,0.0111854376305828,4.95644492948771,0.0336601838270781,0.0130195086249468,0.0333084647651,0.0131312957291288,0.0487487275137815,0.0279270335197952,0.0519241496098985,0.0334409111440034,0.07000000000005,0.180000000000064
1,"triangular","continuous",3,0.25,0.1,1000,5,5,5,"Joint_MVN_MI_Norm","ppd",1.06985664004341,0.127685716431278,NA,NA,0.0374384288104464,0.00886919635606283,2.451482186904,0.0154450903659686,0.00898156433530196,4.14455932231251,0.0360321921002184,0.0124148705929858,0.0354289283503313,0.0118096880654226,0.0442485537806466,0.0242544090969345,0.047481638182842,0.0300401886408433,0.0199999999999818,0.129999999999995
1,"triangular","continuous",3,0.25,0.1,1000,5,5,5,"Conditional_MI","ppd",1.03851452379932,0.137004350630464,NA,NA,0.0179577442676354,0.00368245860090444,1.47293208065528,0.0190383094125106,0.00691300331292067,6.39938036235227,0.0246711426740381,0.0123559887476467,0.0274658009732902,0.01673688985196,0.0494908219942149,0.0231234718688397,0.0590004373280216,0.035991116667732,5.31000000000006,5.57999999999993
1,"triangular","continuous",3,0.25,0.1,1000,5,5,5,"Complete_Case_Analysis","pmm",NA,NA,NA,NA,0.0426487806649052,0.0124935517650095,37.403309362518,0.0256216395140333,0.00934010178536185,7.34330172552438,0.118579664061628,0.0647850754594878,NA,NA,0.0598086771417068,0.00440949628340907,NA,NA,NA,0.0100000000001046
1,"triangular","continuous",3,0.25,0.1,1000,5,5,5,"Joint_MVN_MI_Amelia","pmm",1.00701662033344,0.0467458309232526,NA,NA,0.0120879902181393,0.00405944391288041,1.68076830219677,0.0184757705623289,0.0119823832778123,3.28924075656284,0.0275505221750384,0.00561463821452877,0.0284704106655557,0.00581420087956428,0.0396374754682143,0.00127572764779205,0.0414625962165389,0.00338413784898958,0.0799999999999272,0.239999999999895
1,"triangular","continuous",3,0.25,0.1,1000,5,5,5,"Joint_MVN_MI_Norm","pmm",0.986986686617856,0.0279814358555409,NA,NA,0.00960963623570081,0.000372036193117931,0.972831621206596,0.0110809983364876,0.00269553208547837,1.44229178143619,0.0218012569360916,0.00655625205558377,0.0216599577722034,0.00530067165562459,0.0274220236121617,0.00239372542888666,0.027456060692269,0.00234837392614593,0.200000000000045,0.330000000000041
1,"triangular","continuous",3,0.25,0.1,1000,5,5,5,"Conditional_MI","pmm",1.00156276839821,0.0454402099241322,NA,NA,0.0143485930821918,0.00147326009652912,1.86536659406183,0.0171179364025359,0.0027089658171838,2.97344463099901,0.0295577859169064,0.0094940653723084,0.0299929224162281,0.0100864172735929,0.0374259372454669,0.00709402067548548,0.0394221085735484,0.0115673502136774,5.46000000000004,5.71000000000004
1,"triangular","continuous",3,0.25,0.2,1000,5,5,5,"Complete_Case_Analysis","ppd",NA,NA,NA,NA,0.0605067221172449,0.0246257500337311,39.2319866108493,0.0382338458057852,0.0174312069184273,22.0433669593177,0.118031055718913,0.0195319359917365,NA,NA,0.0929067290032274,0.00208711292161465,NA,NA,NA,0.0199999999999818
1,"triangular","continuous",3,0.25,0.2,1000,5,5,5,"Joint_MVN_MI_Amelia","ppd",0.889688064349844,0.0344836097710855,NA,NA,0.0113983312264294,0.00684370335069552,1.07143297935785,0.018746793382643,0.00844675618362439,10.7516336600043,0.0228690380186482,0.00345967194997539,0.0232749178004254,0.00566879196240746,0.0571095761320796,0.00630250339033166,0.0594523161254743,0.0103519696128351,0.07000000000005,0.180000000000064
1,"triangular","continuous",3,0.25,0.2,1000,5,5,5,"Joint_MVN_MI_Norm","ppd",0.874288821973784,0.0337550403675697,NA,NA,0.0144779101100674,0.00773689093095519,1.27736913937603,0.0185767283754664,0.00238189305453645,9.45101956868047,0.0254234225021247,0.00501302147630951,0.025413049719378,0.00562644545348429,0.0535050298165203,0.00802359371395397,0.0557404293597996,0.0103290893100685,0.0199999999999818,0.129999999999995
1,"triangular","continuous",3,0.25,0.2,1000,5,5,5,"Conditional_MI","ppd",0.895772845324903,0.0228448295853741,NA,NA,0.0247331348749718,0.0105565969935753,2.13447037553312,0.0170728607324179,0.00632488868659115,9.18717349290602,0.033871124520558,0.00407741747585261,0.0328491111134315,0.00609667738299013,0.0526093278876562,0.00307801864142688,0.0549569409882613,0.00640949641968931,5.42999999999995,5.8599999999999
1,"triangular","continuous",3,0.25,0.2,1000,5,5,5,"Complete_Case_Analysis","pmm",NA,NA,NA,NA,0.0199752990811858,0.00162923875401486,8.23104064309264,0.0270276999606275,0.0148741931128674,12.3714505474374,0.0503757053463839,0.00965532075561987,NA,NA,0.0754657505184993,0.0296967789460309,NA,NA,NA,0.0199999999999818
1,"triangular","continuous",3,0.25,0.2,1000,5,5,5,"Joint_MVN_MI_Amelia","pmm",0.986821176685281,0.047144372358282,NA,NA,0.0179392938149059,0.00168666827635089,4.585610658475,0.0222648018822652,0.00663196688631557,9.00811553070921,0.0406133991041211,0.00537787948972912,0.0417581145991273,0.00412232875632457,0.0608435539776352,0.00175839291797495,0.0622199207622431,0.00620942614494188,0.0799999999999272,0.219999999999914
1,"triangular","continuous",3,0.25,0.2,1000,5,5,5,"Joint_MVN_MI_Norm","pmm",1.02811325110905,0.0493005139359213,NA,NA,0.0125235644192541,0.000954676230763396,2.95626605607451,0.0218228456267934,0.00933938709475629,9.76852750301631,0.0321816397163874,0.00248663159168543,0.0335287062729685,0.000684334446678161,0.0636136005107797,5.026629519575e-05,0.0647929711952193,0.00345538708714119,0.0100000000001046,0.150000000000091
1,"triangular","continuous",3,0.25,0.2,1000,5,5,5,"Conditional_MI","pmm",1.00090010197765,0.0571467476025998,NA,NA,0.0135936394655356,0.000570075137436819,2.67735145904017,0.0161245959098782,0.00374124225779536,4.24503419693243,0.0317067248621295,0.00076507892852716,0.0319076729131025,0.00105884453456962,0.0425768702375096,0.00463082260877391,0.0427122170663858,0.00212850000605192,5.5100000000001,5.75
1,"triangular","continuous",3,0.25,0.3,1000,5,5,5,"Complete_Case_Analysis","ppd",NA,NA,NA,NA,0.150944371428486,0.00473706798720379,125.973921956611,0.0319977990770645,0.00761794621948514,9.7107505706254,0.215255864282569,0.0912529065648805,NA,NA,0.0791668336025277,0.00620590137365138,NA,NA,NA,0.00999999999999091
1,"triangular","continuous",3,0.25,0.3,1000,5,5,5,"Joint_MVN_MI_Amelia","ppd",0.790806545209875,0.0315283905047749,NA,NA,0.0347518058786319,0.0128664731694049,8.32045621278764,0.0250825116589898,0.000249213147097492,16.8658584125984,0.0583503824525469,0.000216064710702693,0.0616646817934762,0.002743437792408,0.0588905559932907,0.00488216995252264,0.0667433389015302,0.00935098170171745,0.0900000000000318,0.200000000000045
